Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type
A-01410-19,6,1411 S PRIEUR ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 23:45,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-01411-19,5,2225 MARAIS ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 0:11,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,WHITE,MALE,24,1,Non-fatal,,Incident Report
A-01418-19,1,S CLAIBORNE AV & POYDRAS ST,OPEN,103,DISTURBANCE,1/1/2019 23:40,54 403,DISTURBING THE PEACE,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,35,1,Non-fatal,,Incident Report
A-01421-19,1,1528 crete ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 23:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,23,2,Non-fatal,,Incident Report
A-01421-19,1,1528 crete ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 23:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,24,1,Non-fatal,,Incident Report
A-01430-19,3,N ALEXANDER ST & IBERVILLE ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/1/2019 23:54,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,30,1,Non-fatal,,Incident Report
A-01444-19,4,MARDI GRAS BD & TECHE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 22:22,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01463-19,4,5242 forest park LN,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 0:05,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,37,1,Non-fatal,,Incident Report
A-01463-19,4,5242 forest park LN,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 0:05,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,37,2,Non-fatal,,Incident Report
A-01482-19,6,3800 HOWARD AV,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 0:46,14 62,SIMPLE BURGLARY,WHITE,MALE,36,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01482-19,6,3800 HOWARD AV,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 0:46,14 95,ILLEGAL CARRYING OF WEAPON,WHITE,MALE,36,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01482-19,6,3800 HOWARD AV,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 0:46,NULL,NULL,WHITE,MALE,36,1,REPORTING PERSON,WHITE,MALE,45,1,Non-fatal,,Incident Report
A-01482-19,6,3800 HOWARD AV,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 0:46,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,WHITE,MALE,36,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01484-19,4,3601 TEXAS DR #533,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 0:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,64,2,Non-fatal,,Incident Report
A-01484-19,4,3601 TEXAS DR #533,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 0:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,69,1,Non-fatal,,Incident Report
A-01502-19,1,N CLAIBORNE AV & ESPLANADE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 1:02,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,38,2,Non-fatal,,Incident Report
A-01502-19,1,N CLAIBORNE AV & ESPLANADE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 1:02,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-01502-19,1,N CLAIBORNE AV & ESPLANADE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 1:02,NULL,NULL,NULL,NULL,NULL,NULL,WITNESS,BLACK,FEMALE,31,1,Non-fatal,,Incident Report
A-01504-19,4,3300 TEXAS DR,OPEN,94,ILLEGAL USE OF WEAPONS,1/2/2019 0:30,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,MALE,11,1,Non-fatal,,Incident Report
A-01504-19,4,3300 TEXAS DR,OPEN,94,ILLEGAL USE OF WEAPONS,1/2/2019 0:30,14 94,ILLEGAL USE OF WEAPONS,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,43,1,Non-fatal,,Incident Report
A-01508-19,7,4407 LONELY OAK DR,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/1/2019 0:00,NULL,NULL,BLACK,MALE,60,1,VICTIM,BLACK,FEMALE,50,1,Non-fatal,,Supplemental Report
A-01510-19,8,CANAL ST & ROOSEVELT WY,CLOSED,95G,ILLEGAL CARRYING OF A GUN,1/2/2019 0:31,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,25,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01510-19,8,CANAL ST & ROOSEVELT WY,CLOSED,95G,ILLEGAL CARRYING OF A GUN,1/2/2019 0:31,14 108,RESISTING AN OFFICER,BLACK,MALE,25,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01516-19,8,CONTI ST & ROYAL ST,OPEN,21,MISCELLANEOUS INCIDENT,1/1/2019 23:30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-01539-19,7,5700 CROWDER BD #F,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:54,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-01539-19,7,5700 CROWDER BD #F,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:54,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,WHITE,FEMALE,32,2,Non-fatal,,Supplemental Report
A-01539-19,7,5700 CROWDER BD #F,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:54,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,WHITE,MALE,34,3,Non-fatal,,Supplemental Report
A-01543-19,1,2700  TULANE AV,CLOSED,21,MISCELLANEOUS INCIDENT,1/2/2019 2:08,NULL,NULL,BLACK,MALE,34,1,INTERVIEW,BLACK,MALE,30,2,Non-fatal,,Incident Report
A-01543-19,1,2700  TULANE AV,CLOSED,21,MISCELLANEOUS INCIDENT,1/2/2019 2:08,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01546-19,1,3600 TULANE AV,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 2:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,24,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01546-19,1,3600 TULANE AV,CLOSED,966,DRUG LAW VIOLATION,1/2/2019 2:00,NULL,NULL,BLACK,MALE,24,1,INTERVIEW,BLACK,MALE,24,1,Non-fatal,,Incident Report
A-01547-19,5,1909 FRENCHMEN ST,CLOSED,37,AGGRAVATED ASSAULT,1/2/2019 2:00,14 37,AGG. ASSAULT,WHITE,MALE,31,1,VICTIM,WHITE,MALE,44,1,Non-fatal,,Supplemental Report
A-01548-19,3,2302 ABUNDANCE ST,CLOSED,35,SIMPLE BATTERY,1/2/2019 2:14,54 96,BATTERY,BLACK,MALE,42,1,VICTIM,BLACK,FEMALE,20,1,Non-fatal,,Incident Report
A-01548-19,3,2302 ABUNDANCE ST,CLOSED,35,SIMPLE BATTERY,1/2/2019 2:14,NULL,NULL,BLACK,MALE,42,1,WITNESS,BLACK,FEMALE,15,2,Non-fatal,,Incident Report
A-01551-19,6,1811 3RD ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 2:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,FEMALE,48,2,Non-fatal,,Incident Report
A-01551-19,6,1811 3RD ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 2:18,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,27,1,Non-fatal,,Incident Report
A-01555-19,1,3600 TULANE AV,CLOSED,17F,FUGITIVE ATTACHMENT,1/2/2019 2:20,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,24,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01567-19,6,1826 TERPSICHORE ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 1:45,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,33,1,VICTIM,BLACK,FEMALE,36,1,Non-fatal,,Supplemental Report
A-01567-19,6,1826 TERPSICHORE ST,CLOSED,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 1:45,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,33,1,VICTIM,BLACK,FEMALE,36,1,Non-fatal,,Supplemental Report
A-01584-19,8,700 BOURBON ST,OPEN,35,SIMPLE BATTERY,1/2/2019 3:14,14 35,SIMPLE BATTERY,BLACK,MALE,NULL,1,VICTIM,WHITE,MALE,51,1,Non-fatal,,Incident Report
A-01595-19,5,2303 ANNETTE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 3:30,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,24,1,Non-fatal,,Incident Report
A-01595-19,5,2303 ANNETTE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 3:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,24,1,Non-fatal,,Incident Report
A-01599-19,5,OLIVER WHITE AV & PLEASURE ST,OPEN,94,ILLEGAL USE OF WEAPONS,1/2/2019 2:30,14 94,ILLEGAL USE OF WEAPONS,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01603-19,5,PLEASURE ST & OLIVER WHITE AV,OPEN,24,MEDICAL,1/2/2019 2:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,18,1,Non-fatal,,Incident Report
A-01603-19,5,PLEASURE ST & OLIVER WHITE AV,OPEN,24,MEDICAL,1/2/2019 2:30,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,33,1,Non-fatal,,Incident Report
A-01616-19,4,511 BELLEVILLE ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 3:52,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,MALE,34,1,Non-fatal,,Incident Report
A-01616-19,4,511 BELLEVILLE ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 3:52,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,67,1,Non-fatal,,Incident Report
A-01624-20,5,2010 N ROCHEBLAVE ST,OPEN,103D,DISTURBANCE (DOMESTIC),12/30/2019 22:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01624-20,5,2010 N ROCHEBLAVE ST,OPEN,103D,DISTURBANCE (DOMESTIC),12/30/2019 22:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,21,1,Non-fatal,,Incident Report
A-01629-19,1,S PIERCE ST & GRAVIER ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 1:45,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-01629-19,1,S PIERCE ST & GRAVIER ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 1:45,14 69.1,ILLEGAL POSSESSION OF STOLEN FIREARMS,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,28,2,Non-fatal,,Supplemental Report
A-01629-19,1,S PIERCE ST & GRAVIER ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 1:45,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,3,Non-fatal,,Supplemental Report
A-01646-19,7,4435 MAJESTIC OAKS ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:30,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,BLACK,FEMALE,39,1,Non-fatal,,Incident Report
A-01653-20,8,BOURBON ST & CANAL ST,OPEN,67F,THEFT BY FRAUD,12/21/2019 9:00,NULL,NULL,UNKNOWN,NULL,NULL,1,VICTIM,WHITE,MALE,42,1,Non-fatal,,Incident Report
A-01658-19,8,BOURBON ST & CONTI ST,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 4:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-01662-19,5,2303 ANNETTE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 3:30,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,MALE,24,2,Non-fatal,,Incident Report
A-01662-19,5,2303 ANNETTE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 3:30,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01662-19,5,2303 ANNETTE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 3:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01665-19,7,7220 VOYAGEUR CT,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 5:08,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,28,1,Non-fatal,,Incident Report
A-01671-19,7,7600 BULLARD AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 2:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-01672-19,7,7005 LAWRENCE RD #313,OPEN,103,DISTURBANCE,1/2/2019 5:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01672-19,7,7005 LAWRENCE RD #313,OPEN,103,DISTURBANCE,1/2/2019 5:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,21,2,Non-fatal,,Incident Report
A-01673-20,7,6344 DOROTHEA DR,OPEN,21J,MISSING/RUNAWAY JUVENILE,12/24/2019 5:30,NULL,NULL,BLACK,MALE,14,1,REPORTING PERSON,BLACK,FEMALE,NULL,1,Non-fatal,,Supplemental Report
A-01675-19,8,935 GRAVIER ST,UNFOUNDED,67A,AUTO THEFT,1/2/2019 1:50,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,19,1,Non-fatal,,Supplemental Report
A-01698-19,1,124 S LOPEZ ST,OPEN,106,OBSCENITY,1/2/2019 5:00,54 254,LEWD CONDUCT,BLACK,MALE,33,1,VICTIM,BLACK,FEMALE,NULL,1,Non-fatal,,Incident Report
A-01719-19,1,401 N ROMAN ST,CLOSED,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 3:21,14 62,SIMPLE BURGLARY,BLACK,MALE,51,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-01720-19,5,1215 CLOUET ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 6:57,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,26,1,Non-fatal,,Incident Report
A-01720-19,5,1215 CLOUET ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 6:57,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-01727-19,1,649 N BROAD ST,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,1/2/2019 1:03,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,45,2,Non-fatal,,Incident Report
A-01727-19,1,649 N BROAD ST,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,1/2/2019 1:03,14 67.10,THEFT OF GOODS,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01735-19,8,501 O'KEEFE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,48,1,Non-fatal,,Supplemental Report
A-01737-19,1,410 S BROAD ST,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:10,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01737-19,1,410 S BROAD ST,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:10,NULL,NULL,BLACK,MALE,NULL,1,REPORTING PERSON,WHITE,MALE,23,1,Non-fatal,,Incident Report
A-01739-19,5,2161 N DORGENOIS ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:00,NULL,NULL,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,MALE,68,2,Non-fatal,,Incident Report
A-01739-19,5,2161 N DORGENOIS ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:00,14 62,SIMPLE BURGLARY,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,FEMALE,71,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,14 67,THEFT,BLACK,FEMALE,NULL,1,VICTIM,ASIAN,FEMALE,52,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,14 67.11,CREDIT CARD FRAUD,BLACK,FEMALE,NULL,1,VICTIM,ASIAN,FEMALE,52,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,14 67,THEFT,UNKNOWN,FEMALE,NULL,2,VICTIM,ASIAN,FEMALE,52,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,14 67.11,CREDIT CARD FRAUD,UNKNOWN,FEMALE,NULL,2,VICTIM,ASIAN,FEMALE,52,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,NULL,NULL,BLACK,FEMALE,NULL,1,INTERVIEW,ASIAN,MALE,24,1,Non-fatal,,Incident Report
A-01746-19,8,700 FRENCHMEN ST,OPEN,67,THEFT,1/2/2019 5:30,NULL,NULL,UNKNOWN,FEMALE,NULL,2,INTERVIEW,ASIAN,MALE,24,1,Non-fatal,,Incident Report
A-01750-19,3,2103 CATON ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 7:40,NULL,NULL,UNKNOWN,NULL,NULL,1,REPORTING PERSON,BLACK,FEMALE,51,2,Non-fatal,,Incident Report
A-01750-19,3,2103 CATON ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 7:40,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01758-19,2,1517 LEONIDAS ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/2/2019 8:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-01759-20,2,600 ELEONORE ST,OPEN,67F,THEFT BY FRAUD,12/29/2019 8:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,40,1,Non-fatal,,Incident Report
A-01759-20,2,600 ELEONORE ST,OPEN,67F,THEFT BY FRAUD,12/29/2019 8:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01760-19,6,2718 WASHINGTON AV,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 8:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,33,1,Non-fatal,,Incident Report
A-01762-19,5,4016 N GALVEZ ST,OPEN,103,DISTURBANCE,1/2/2019 8:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,53,1,Non-fatal,,Incident Report
A-01762-19,5,4016 N GALVEZ ST,OPEN,103,DISTURBANCE,1/2/2019 8:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,NULL,1,Non-fatal,,Incident Report
A-01763-19,4,4400 GENERAL MEYER ST,OPEN,62,SIMPLE BURGLARY,1/2/2019 6:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,42,1,Non-fatal,,Incident Report
A-01763-19,4,4400 GENERAL MEYER ST,OPEN,62,SIMPLE BURGLARY,1/2/2019 6:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,43,2,Non-fatal,,Incident Report
A-01763-19,4,4400 GENERAL MEYER ST,OPEN,62,SIMPLE BURGLARY,1/2/2019 6:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01763-19,4,4400 GENERAL MEYER ST,OPEN,62,SIMPLE BURGLARY,1/2/2019 6:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Incident Report
A-01774-20,3,5446 SEMINARY PL,OPEN,21P,LOST PROPERTY,8/13/2019 23:36,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,UNKNOWN,MALE,19,1,Non-fatal,,Incident Report
A-01775-19,6,2500 S ROCHEBLAVE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/2/2019 1:27,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,41,1,Non-fatal,,Incident Report
A-01778-19,7,7001 LAWRENCE AV #358,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/1/2019 1:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-01782-19,4,4459 WOODLAND DR,CLOSED,67C,THEFT FROM EXTERIOR OF VEHICLE,1/2/2019 3:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-01797-19,4,4601 MACARTHUR BD #8,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,24,1,Non-fatal,,Incident Report
A-01797-19,4,4601 MACARTHUR BD #8,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:00,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,FEMALE,23,2,Non-fatal,,Incident Report
A-01803-19,8,ELYSIAN FIELDS & DECATUR,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 8:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-01807-20,8,334 ROYAL ST,OPEN,21P,LOST PROPERTY,12/31/2019 22:45,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,81,1,Non-fatal,,Incident Report
A-01819-19,7,6800 CURRAN BD,OPEN,67,THEFT,1/2/2019 0:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-01826-19,8,811 IBERVILLE ST,OPEN,67,THEFT,1/2/2019 9:10,14 67,THEFT,BLACK,FEMALE,NULL,1,VICTIM,WHITE,MALE,25,1,Non-fatal,,Incident Report
A-01826-19,8,811 IBERVILLE ST,OPEN,67,THEFT,1/2/2019 9:10,14 67,THEFT,BLACK,FEMALE,NULL,2,VICTIM,WHITE,MALE,25,1,Non-fatal,,Incident Report
A-01830-19,3,CARTIER AV & FILMORE AV,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/1/2019 3:00,14 62,SIMPLE BURGLARY,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,MALE,35,1,Non-fatal,,Incident Report
A-01838-19,8,SAINT CHARLES AV & GIROD ST,OPEN,67F,THEFT BY FRAUD,1/1/2019 10:30,14 67.16,IDENTITY THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,28,1,Non-fatal,,Incident Report
A-01841-19,3,4940 CHEF MENTEUR HW,UNFOUNDED,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 4:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,56,1,Non-fatal,,Supplemental Report
A-01844-19,6,2400 GENERAL PERSHING,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 1:00,14 62,SIMPLE BURGLARY,UNKNOWN,NULL,NULL,1,VICTIM,WHITE,FEMALE,47,1,Non-fatal,,Incident Report
A-01848-19,5,2231 PORT ST,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 9:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,29,1,Non-fatal,,Incident Report
A-01849-19,7,5741 CROWDER BD #B8,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:30,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,NULL,2,Non-fatal,,Incident Report
A-01849-19,7,5741 CROWDER BD #B8,OPEN,62B,SIMPLE BURGLARY (BUSINESS),1/2/2019 1:30,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-01856-19,5,1600 DESLONDE ST,OPEN,67A,AUTO THEFT,1/2/2019 5:30,14 67.26,THEFT OF A MOTOR VEHICLE,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,27,1,Non-fatal,,Supplemental Report
A-01868-19,1,N VILLERE ST & BASIN ST,OPEN,21,MISCELLANEOUS INCIDENT,1/2/2019 8:48,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,MALE,40,1,Non-fatal,,Incident Report
